opportunity_id,account_id,account_name,segment,industry,account_region,rep_id,rep_name,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed,sales_cycle_days,won_amount,lost_amount,open_pipeline_amount
O00807,A0425,Account 0425,SMB,Logistics,Central,R024,Wren Park,Outbound,Closed Lost,6400.0,2024-10-22,2024-11-06,2024-Q4,false,true,15,0.0,6400.0,0.0
O00808,A0211,Account 0211,Mid-Market,Financial Services,East,R016,Logan Reyes,Inbound,Closed Lost,67700.0,2024-02-25,2024-05-11,2024-Q2,false,true,76,0.0,67700.0,0.0
O00809,A0391,Account 0391,Mid-Market,Manufacturing,West,R016,Logan Reyes,Event,Closed Won,45400.0,2024-11-25,2025-02-01,2025-Q1,true,true,68,45400.0,0.0,0.0
O00810,A0072,Account 0072,SMB,Energy,East,R009,Drew Mbeki,Inbound,Closed Lost,17900.0,2024-02-23,2024-04-17,2024-Q2,false,true,54,0.0,17900.0,0.0
O00811,A0178,Account 0178,Enterprise,Energy,Central,R017,Parker Schmidt,Inbound,Closed Lost,105000.0,2024-08-29,2025-04-05,2025-Q2,false,true,219,0.0,105000.0,0.0
O00812,A0203,Account 0203,SMB,Education,West,R009,Drew Mbeki,Outbound,Closed Won,12100.0,2025-03-10,2025-04-04,2025-Q2,true,true,25,12100.0,0.0,0.0
O00813,A0207,Account 0207,SMB,Retail,Central,R011,Sky Haddad,Outbound,Closed Lost,17300.0,2025-05-07,2025-05-26,2025-Q2,false,true,19,0.0,17300.0,0.0
O00814,A0483,Account 0483,SMB,Logistics,Central,R018,Sawyer Walsh,Inbound,Closed Lost,12100.0,2025-03-08,2025-04-23,2025-Q2,false,true,46,0.0,12100.0,0.0
O00815,A0494,Account 0494,Mid-Market,Manufacturing,Central,R001,Avery Nguyen,Referral,Closed Lost,71000.0,2025-01-25,2025-05-04,2025-Q2,false,true,99,0.0,71000.0,0.0
O00816,A0551,Account 0551,Mid-Market,Manufacturing,Central,R004,Cameron Cohen,Outbound,Closed Lost,34000.0,2025-07-20,2025-09-25,2025-Q3,false,true,67,0.0,34000.0,0.0
O00817,A0385,Account 0385,Enterprise,Education,Central,R020,Elliot Mori,Inbound,Closed Lost,123700.0,2024-03-14,2024-09-05,2024-Q3,false,true,175,0.0,123700.0,0.0
O00818,A0195,Account 0195,SMB,Healthcare,East,R002,Jordan Patel,Outbound,Closed Lost,14000.0,2024-01-14,2024-02-29,2024-Q1,false,true,46,0.0,14000.0,0.0
O00819,A0426,Account 0426,SMB,Energy,West,R015,Rowan Andersen,Outbound,Closed Lost,10300.0,2025-01-17,2025-02-24,2025-Q1,false,true,38,0.0,10300.0,0.0
O00820,A0419,Account 0419,SMB,Healthcare,West,R002,Jordan Patel,Event,Closed Won,17000.0,2024-05-07,2024-06-14,2024-Q2,true,true,38,17000.0,0.0,0.0
O00821,A0262,Account 0262,SMB,Retail,East,R012,Devon Costa,Partner,Closed Lost,10300.0,2025-06-05,2025-08-03,2025-Q3,false,true,59,0.0,10300.0,0.0
O00822,A0395,Account 0395,SMB,Technology,West,R015,Rowan Andersen,Outbound,Closed Lost,10200.0,2024-09-09,2024-10-08,2024-Q4,false,true,29,0.0,10200.0,0.0
O00823,A0029,Account 0029,SMB,Manufacturing,Central,R024,Wren Park,Partner,Closed Lost,6900.0,2025-10-22,2025-11-14,2025-Q4,false,true,23,0.0,6900.0,0.0
O00824,A0261,Account 0261,SMB,Education,East,R009,Drew Mbeki,Inbound,Closed Lost,17300.0,2025-09-08,2025-10-29,2025-Q4,false,true,51,0.0,17300.0,0.0
O00825,A0095,Account 0095,SMB,Education,Central,R024,Wren Park,Inbound,Closed Lost,13600.0,2025-01-28,2025-03-08,2025-Q1,false,true,39,0.0,13600.0,0.0
O00826,A0194,Account 0194,SMB,Logistics,East,R015,Rowan Andersen,Referral,Closed Won,6800.0,2024-06-18,2024-07-29,2024-Q3,true,true,41,6800.0,0.0,0.0
O00827,A0392,Account 0392,SMB,Logistics,West,R022,Shay Volkov,Partner,Closed Lost,9200.0,2024-11-11,2025-01-10,2025-Q1,false,true,60,0.0,9200.0,0.0
O00828,A0092,Account 0092,Mid-Market,Energy,West,R003,Riley Garcia,Referral,Proposal,66200.0,2025-10-13,,2025-Q4,false,false,,0.0,0.0,66200.0
O00829,A0408,Account 0408,SMB,Healthcare,West,R011,Sky Haddad,Inbound,Closed Won,15200.0,2024-01-07,2024-01-31,2024-Q1,true,true,24,15200.0,0.0,0.0
O00830,A0428,Account 0428,Mid-Market,Manufacturing,Central,R016,Logan Reyes,Outbound,Closed Won,63400.0,2025-03-02,2025-05-22,2025-Q2,true,true,81,63400.0,0.0,0.0
O00831,A0138,Account 0138,Mid-Market,Technology,Central,R006,Taylor Larsson,Outbound,Closed Won,49200.0,2025-05-13,2025-07-20,2025-Q3,true,true,68,49200.0,0.0,0.0
O00832,A0218,Account 0218,SMB,Logistics,West,R008,Quinn Kim,Inbound,Closed Lost,14200.0,2024-07-24,2024-08-10,2024-Q3,false,true,17,0.0,14200.0,0.0
O00833,A0419,Account 0419,SMB,Healthcare,West,R018,Sawyer Walsh,Inbound,Closed Lost,4600.0,2025-10-03,2025-11-25,2025-Q4,false,true,53,0.0,4600.0,0.0
O00834,A0088,Account 0088,Enterprise,Healthcare,East,R020,Elliot Mori,Inbound,Closed Won,100600.0,2024-05-07,2024-10-14,2024-Q4,true,true,160,100600.0,0.0,0.0
O00835,A0497,Account 0497,SMB,Energy,East,R024,Wren Park,Inbound,Closed Lost,3900.0,2024-04-13,2024-04-27,2024-Q2,false,true,14,0.0,3900.0,0.0
O00836,A0597,Account 0597,SMB,Financial Services,West,R002,Jordan Patel,Outbound,Closed Won,10800.0,2024-04-09,2024-05-06,2024-Q2,true,true,27,10800.0,0.0,0.0
O00837,A0273,Account 0273,SMB,Financial Services,East,R018,Sawyer Walsh,Partner,Closed Lost,12100.0,2025-04-29,2025-06-03,2025-Q2,false,true,35,0.0,12100.0,0.0
O00838,A0352,Account 0352,SMB,Energy,East,R012,Devon Costa,Inbound,Closed Lost,13000.0,2024-09-02,2024-10-09,2024-Q4,false,true,37,0.0,13000.0,0.0
O00839,A0365,Account 0365,SMB,Logistics,East,R012,Devon Costa,Partner,Closed Lost,9900.0,2024-04-12,2024-04-26,2024-Q2,false,true,14,0.0,9900.0,0.0
O00840,A0143,Account 0143,Mid-Market,Manufacturing,Central,R001,Avery Nguyen,Partner,Closed Lost,71900.0,2025-09-08,2025-11-07,2025-Q4,false,true,60,0.0,71900.0,0.0
O00841,A0255,Account 0255,SMB,Energy,East,R012,Devon Costa,Outbound,Closed Lost,13300.0,2025-04-07,2025-05-30,2025-Q2,false,true,53,0.0,13300.0,0.0
O00842,A0193,Account 0193,SMB,Financial Services,Central,R002,Jordan Patel,Inbound,Closed Lost,3200.0,2025-10-15,2025-11-18,2025-Q4,false,true,34,0.0,3200.0,0.0
O00843,A0334,Account 0334,SMB,Manufacturing,East,R024,Wren Park,Outbound,Closed Lost,12100.0,2025-03-30,2025-04-27,2025-Q2,false,true,28,0.0,12100.0,0.0
O00844,A0084,Account 0084,SMB,Technology,Central,R012,Devon Costa,Referral,Closed Lost,17800.0,2025-03-14,2025-04-27,2025-Q2,false,true,44,0.0,17800.0,0.0
O00845,A0395,Account 0395,SMB,Technology,West,R011,Sky Haddad,Event,Closed Lost,13700.0,2025-09-13,2025-10-09,2025-Q4,false,true,26,0.0,13700.0,0.0
O00846,A0517,Account 0517,Mid-Market,Energy,Central,R001,Avery Nguyen,Partner,Closed Lost,67400.0,2024-05-10,2024-08-26,2024-Q3,false,true,108,0.0,67400.0,0.0
O00847,A0562,Account 0562,Mid-Market,Financial Services,West,R014,Emerson Ibrahim,Outbound,Closed Lost,77200.0,2024-06-21,2024-10-01,2024-Q4,false,true,102,0.0,77200.0,0.0
O00848,A0250,Account 0250,SMB,Retail,Central,R009,Drew Mbeki,Referral,Closed Won,13500.0,2024-06-23,2024-08-18,2024-Q3,true,true,56,13500.0,0.0,0.0
O00849,A0030,Account 0030,SMB,Financial Services,Central,R008,Quinn Kim,Inbound,Closed Won,14500.0,2024-11-30,2025-01-07,2025-Q1,true,true,38,14500.0,0.0,0.0
O00850,A0488,Account 0488,Mid-Market,Financial Services,Central,R023,Tatum Adeyemi,Outbound,Closed Lost,75200.0,2024-05-06,2024-07-07,2024-Q3,false,true,62,0.0,75200.0,0.0
O00851,A0341,Account 0341,SMB,Education,East,R009,Drew Mbeki,Referral,Closed Lost,4000.0,2025-08-12,2025-10-03,2025-Q4,false,true,52,0.0,4000.0,0.0
O00852,A0391,Account 0391,Mid-Market,Manufacturing,West,R023,Tatum Adeyemi,Inbound,Prospecting,77900.0,2025-10-19,,2025-Q4,false,false,,0.0,0.0,77900.0
O00853,A0115,Account 0115,Mid-Market,Energy,Central,R003,Riley Garcia,Inbound,Closed Lost,76100.0,2024-12-14,2025-04-13,2025-Q2,false,true,120,0.0,76100.0,0.0
O00854,A0377,Account 0377,SMB,Healthcare,East,R008,Quinn Kim,Inbound,Closed Won,11700.0,2024-11-16,2024-12-24,2024-Q4,true,true,38,11700.0,0.0,0.0
O00855,A0549,Account 0549,SMB,Technology,West,R009,Drew Mbeki,Partner,Closed Lost,7800.0,2025-02-01,2025-03-14,2025-Q1,false,true,41,0.0,7800.0,0.0
O00856,A0130,Account 0130,SMB,Logistics,Central,R021,Marlowe Silva,Inbound,Negotiation,11900.0,2025-11-10,,2025-Q4,false,false,,0.0,0.0,11900.0
O00857,A0304,Account 0304,SMB,Education,West,R009,Drew Mbeki,Inbound,Closed Lost,9800.0,2025-05-26,2025-07-22,2025-Q3,false,true,57,0.0,9800.0,0.0
O00858,A0036,Account 0036,Mid-Market,Manufacturing,West,R019,Blake Fischer,Inbound,Closed Lost,49100.0,2024-11-23,2025-02-15,2025-Q1,false,true,84,0.0,49100.0,0.0
O00859,A0588,Account 0588,Mid-Market,Healthcare,Central,R014,Emerson Ibrahim,Inbound,Negotiation,48700.0,2025-10-08,,2025-Q4,false,false,,0.0,0.0,48700.0
O00860,A0216,Account 0216,SMB,Manufacturing,Central,R009,Drew Mbeki,Inbound,Closed Lost,15900.0,2024-02-23,2024-03-19,2024-Q1,false,true,25,0.0,15900.0,0.0
O00861,A0164,Account 0164,Mid-Market,Manufacturing,Central,R001,Avery Nguyen,Referral,Closed Lost,38900.0,2025-07-15,2025-10-18,2025-Q4,false,true,95,0.0,38900.0,0.0
O00862,A0401,Account 0401,SMB,Financial Services,West,R015,Rowan Andersen,Referral,Closed Won,13900.0,2024-03-14,2024-04-30,2024-Q2,true,true,47,13900.0,0.0,0.0
O00863,A0562,Account 0562,Mid-Market,Financial Services,West,R013,Hayden Novak,Event,Closed Lost,38100.0,2024-04-09,2024-06-09,2024-Q2,false,true,61,0.0,38100.0,0.0
O00864,A0056,Account 0056,Enterprise,Healthcare,West,R020,Elliot Mori,Outbound,Closed Lost,264700.0,2025-04-13,2025-08-22,2025-Q3,false,true,131,0.0,264700.0,0.0
O00865,A0149,Account 0149,Mid-Market,Healthcare,East,R006,Taylor Larsson,Partner,Closed Won,63600.0,2024-08-11,2024-10-20,2024-Q4,true,true,70,63600.0,0.0,0.0
O00866,A0590,Account 0590,SMB,Healthcare,West,R005,Morgan Okafor,Inbound,Closed Lost,8600.0,2025-11-25,2025-12-18,2025-Q4,false,true,23,0.0,8600.0,0.0
O00867,A0058,Account 0058,SMB,Healthcare,Central,R005,Morgan Okafor,Referral,Closed Won,5700.0,2024-12-30,2025-02-12,2025-Q1,true,true,44,5700.0,0.0,0.0
O00868,A0347,Account 0347,SMB,Retail,West,R022,Shay Volkov,Inbound,Closed Lost,12400.0,2025-03-20,2025-04-12,2025-Q2,false,true,23,0.0,12400.0,0.0
O00869,A0247,Account 0247,Enterprise,Financial Services,Central,R020,Elliot Mori,Partner,Closed Lost,300200.0,2025-05-15,2025-10-29,2025-Q4,false,true,167,0.0,300200.0,0.0
O00870,A0385,Account 0385,Enterprise,Education,Central,R017,Parker Schmidt,Outbound,Closed Lost,168100.0,2025-04-19,2025-10-23,2025-Q4,false,true,187,0.0,168100.0,0.0
O00871,A0123,Account 0123,SMB,Healthcare,East,R005,Morgan Okafor,Outbound,Closed Lost,10300.0,2024-03-25,2024-04-15,2024-Q2,false,true,21,0.0,10300.0,0.0
O00872,A0024,Account 0024,SMB,Retail,Central,R022,Shay Volkov,Inbound,Closed Lost,10200.0,2025-08-09,2025-09-28,2025-Q3,false,true,50,0.0,10200.0,0.0
O00873,A0186,Account 0186,Mid-Market,Manufacturing,East,R013,Hayden Novak,Inbound,Closed Won,36500.0,2025-05-10,2025-08-18,2025-Q3,true,true,100,36500.0,0.0,0.0
O00874,A0551,Account 0551,Mid-Market,Manufacturing,Central,R004,Cameron Cohen,Event,Closed Lost,42400.0,2025-02-19,2025-04-07,2025-Q2,false,true,47,0.0,42400.0,0.0
O00875,A0543,Account 0543,Enterprise,Manufacturing,West,R020,Elliot Mori,Event,Closed Lost,347900.0,2024-03-06,2024-10-14,2024-Q4,false,true,222,0.0,347900.0,0.0
O00876,A0128,Account 0128,Enterprise,Financial Services,West,R017,Parker Schmidt,Event,Qualification,137800.0,2025-11-05,,2025-Q4,false,false,,0.0,0.0,137800.0
O00877,A0126,Account 0126,Enterprise,Energy,West,R017,Parker Schmidt,Outbound,Closed Won,146000.0,2024-05-11,2025-01-03,2025-Q1,true,true,237,146000.0,0.0,0.0
O00878,A0036,Account 0036,Mid-Market,Manufacturing,West,R003,Riley Garcia,Inbound,Closed Lost,36500.0,2024-05-07,2024-08-24,2024-Q3,false,true,109,0.0,36500.0,0.0
O00879,A0001,Account 0001,SMB,Retail,West,R009,Drew Mbeki,Event,Closed Lost,17200.0,2024-11-03,2024-11-19,2024-Q4,false,true,16,0.0,17200.0,0.0
O00880,A0547,Account 0547,Mid-Market,Logistics,East,R014,Emerson Ibrahim,Referral,Closed Lost,48400.0,2024-05-23,2024-09-18,2024-Q3,false,true,118,0.0,48400.0,0.0
O00881,A0361,Account 0361,Enterprise,Healthcare,East,R017,Parker Schmidt,Inbound,Closed Won,155900.0,2024-04-11,2024-07-21,2024-Q3,true,true,101,155900.0,0.0,0.0
O00882,A0221,Account 0221,SMB,Education,East,R008,Quinn Kim,Inbound,Closed Lost,6200.0,2025-09-08,2025-10-27,2025-Q4,false,true,49,0.0,6200.0,0.0
O00883,A0433,Account 0433,SMB,Healthcare,West,R005,Morgan Okafor,Inbound,Closed Lost,6900.0,2025-07-17,2025-08-16,2025-Q3,false,true,30,0.0,6900.0,0.0
O00884,A0468,Account 0468,Mid-Market,Manufacturing,East,R003,Riley Garcia,Inbound,Closed Won,76300.0,2024-09-17,2024-12-25,2024-Q4,true,true,99,76300.0,0.0,0.0
O00885,A0276,Account 0276,Mid-Market,Healthcare,Central,R023,Tatum Adeyemi,Outbound,Closed Lost,62300.0,2025-10-23,2025-12-31,2025-Q4,false,true,69,0.0,62300.0,0.0
O00886,A0168,Account 0168,Mid-Market,Financial Services,Central,R013,Hayden Novak,Inbound,Closed Lost,79500.0,2024-06-06,2024-08-30,2024-Q3,false,true,85,0.0,79500.0,0.0
O00887,A0254,Account 0254,Enterprise,Education,East,R017,Parker Schmidt,Outbound,Closed Lost,250100.0,2024-10-03,2025-02-01,2025-Q1,false,true,121,0.0,250100.0,0.0
O00888,A0338,Account 0338,Mid-Market,Technology,Central,R023,Tatum Adeyemi,Inbound,Closed Lost,74400.0,2024-04-01,2024-07-01,2024-Q3,false,true,91,0.0,74400.0,0.0
O00889,A0232,Account 0232,Mid-Market,Logistics,West,R007,Casey Rossi,Outbound,Closed Lost,41400.0,2024-01-11,2024-03-08,2024-Q1,false,true,57,0.0,41400.0,0.0
O00890,A0108,Account 0108,SMB,Technology,East,R005,Morgan Okafor,Event,Closed Won,13900.0,2024-06-28,2024-08-14,2024-Q3,true,true,47,13900.0,0.0,0.0
O00891,A0502,Account 0502,SMB,Retail,Central,R005,Morgan Okafor,Outbound,Closed Lost,13500.0,2025-06-25,2025-07-31,2025-Q3,false,true,36,0.0,13500.0,0.0
O00892,A0102,Account 0102,SMB,Technology,East,R002,Jordan Patel,Outbound,Closed Lost,17200.0,2024-06-23,2024-07-27,2024-Q3,false,true,34,0.0,17200.0,0.0
O00893,A0545,Account 0545,SMB,Retail,Central,R021,Marlowe Silva,Inbound,Closed Won,10200.0,2025-08-31,2025-10-09,2025-Q4,true,true,39,10200.0,0.0,0.0
O00894,A0526,Account 0526,SMB,Manufacturing,West,R008,Quinn Kim,Inbound,Closed Lost,5100.0,2025-11-04,2025-11-26,2025-Q4,false,true,22,0.0,5100.0,0.0
O00895,A0380,Account 0380,Mid-Market,Energy,Central,R006,Taylor Larsson,Event,Closed Won,61800.0,2025-11-25,2026-03-03,2026-Q1,true,true,98,61800.0,0.0,0.0
O00896,A0515,Account 0515,Enterprise,Energy,West,R020,Elliot Mori,Referral,Closed Lost,246600.0,2024-10-09,2025-04-26,2025-Q2,false,true,199,0.0,246600.0,0.0
O00897,A0235,Account 0235,SMB,Financial Services,West,R011,Sky Haddad,Inbound,Closed Lost,17200.0,2025-10-12,2025-10-31,2025-Q4,false,true,19,0.0,17200.0,0.0
O00898,A0093,Account 0093,Enterprise,Healthcare,West,R017,Parker Schmidt,Inbound,Closed Won,382400.0,2024-03-19,2024-08-17,2024-Q3,true,true,151,382400.0,0.0,0.0
O00899,A0293,Account 0293,Mid-Market,Retail,East,R016,Logan Reyes,Outbound,Closed Lost,77700.0,2025-05-19,2025-07-04,2025-Q3,false,true,46,0.0,77700.0,0.0
O00900,A0140,Account 0140,SMB,Healthcare,Central,R018,Sawyer Walsh,Outbound,Closed Lost,13300.0,2025-05-24,2025-07-09,2025-Q3,false,true,46,0.0,13300.0,0.0
O00901,A0128,Account 0128,Enterprise,Financial Services,West,R020,Elliot Mori,Partner,Closed Lost,371500.0,2024-01-15,2024-06-01,2024-Q2,false,true,138,0.0,371500.0,0.0
O00902,A0548,Account 0548,SMB,Financial Services,East,R012,Devon Costa,Event,Closed Lost,17300.0,2024-09-07,2024-11-02,2024-Q4,false,true,56,0.0,17300.0,0.0
O00903,A0541,Account 0541,SMB,Manufacturing,East,R024,Wren Park,Partner,Closed Lost,12100.0,2025-09-15,2025-10-01,2025-Q4,false,true,16,0.0,12100.0,0.0
O00904,A0537,Account 0537,Mid-Market,Energy,Central,R006,Taylor Larsson,Outbound,Closed Won,40800.0,2024-06-28,2024-08-21,2024-Q3,true,true,54,40800.0,0.0,0.0
O00905,A0053,Account 0053,SMB,Technology,Central,R015,Rowan Andersen,Inbound,Closed Lost,5600.0,2025-05-22,2025-06-29,2025-Q2,false,true,38,0.0,5600.0,0.0
O00906,A0256,Account 0256,Mid-Market,Education,East,R016,Logan Reyes,Inbound,Closed Lost,36500.0,2024-04-30,2024-07-21,2024-Q3,false,true,82,0.0,36500.0,0.0
O00907,A0583,Account 0583,Mid-Market,Technology,Central,R013,Hayden Novak,Outbound,Closed Lost,75600.0,2024-08-10,2024-11-02,2024-Q4,false,true,84,0.0,75600.0,0.0
O00908,A0037,Account 0037,SMB,Financial Services,East,R018,Sawyer Walsh,Outbound,Closed Won,3900.0,2025-09-24,2025-11-08,2025-Q4,true,true,45,3900.0,0.0,0.0
O00909,A0306,Account 0306,Enterprise,Logistics,Central,R020,Elliot Mori,Outbound,Closed Lost,191900.0,2024-04-19,2024-07-19,2024-Q3,false,true,91,0.0,191900.0,0.0
O00910,A0010,Account 0010,SMB,Healthcare,East,R005,Morgan Okafor,Event,Closed Lost,6000.0,2025-03-17,2025-05-01,2025-Q2,false,true,45,0.0,6000.0,0.0
O00911,A0421,Account 0421,Mid-Market,Retail,Central,R003,Riley Garcia,Inbound,Closed Lost,27600.0,2025-05-14,2025-06-28,2025-Q2,false,true,45,0.0,27600.0,0.0
O00912,A0405,Account 0405,SMB,Healthcare,East,R012,Devon Costa,Event,Closed Won,9400.0,2024-11-02,2024-12-09,2024-Q4,true,true,37,9400.0,0.0,0.0
O00913,A0112,Account 0112,SMB,Retail,Central,R018,Sawyer Walsh,Outbound,Closed Lost,5400.0,2025-11-03,2025-12-15,2025-Q4,false,true,42,0.0,5400.0,0.0
O00914,A0368,Account 0368,SMB,Education,West,R009,Drew Mbeki,Outbound,Closed Won,7300.0,2024-04-23,2024-05-19,2024-Q2,true,true,26,7300.0,0.0,0.0
O00915,A0340,Account 0340,SMB,Energy,Central,R002,Jordan Patel,Partner,Closed Lost,6000.0,2024-06-13,2024-08-08,2024-Q3,false,true,56,0.0,6000.0,0.0
O00916,A0273,Account 0273,SMB,Financial Services,East,R005,Morgan Okafor,Partner,Closed Lost,11300.0,2025-03-07,2025-04-21,2025-Q2,false,true,45,0.0,11300.0,0.0
O00917,A0333,Account 0333,SMB,Technology,West,R015,Rowan Andersen,Outbound,Closed Lost,16900.0,2025-05-28,2025-07-27,2025-Q3,false,true,60,0.0,16900.0,0.0
O00918,A0113,Account 0113,Enterprise,Technology,East,R017,Parker Schmidt,Event,Closed Lost,129800.0,2024-01-22,2024-05-23,2024-Q2,false,true,122,0.0,129800.0,0.0
O00919,A0243,Account 0243,SMB,Education,West,R002,Jordan Patel,Inbound,Qualification,9400.0,2025-11-25,,2025-Q4,false,false,,0.0,0.0,9400.0
O00920,A0085,Account 0085,SMB,Retail,Central,R015,Rowan Andersen,Inbound,Closed Lost,5300.0,2024-09-10,2024-11-02,2024-Q4,false,true,53,0.0,5300.0,0.0
O00921,A0118,Account 0118,SMB,Energy,Central,R011,Sky Haddad,Partner,Closed Won,15300.0,2024-09-10,2024-11-05,2024-Q4,true,true,56,15300.0,0.0,0.0
O00922,A0106,Account 0106,SMB,Education,West,R021,Marlowe Silva,Partner,Closed Lost,5800.0,2025-09-17,2025-10-12,2025-Q4,false,true,25,0.0,5800.0,0.0
O00923,A0153,Account 0153,Mid-Market,Manufacturing,Central,R006,Taylor Larsson,Inbound,Closed Lost,42900.0,2024-05-03,2024-07-03,2024-Q3,false,true,61,0.0,42900.0,0.0
O00924,A0150,Account 0150,SMB,Education,East,R015,Rowan Andersen,Outbound,Closed Lost,6000.0,2024-01-19,2024-03-12,2024-Q1,false,true,53,0.0,6000.0,0.0
O00925,A0538,Account 0538,SMB,Manufacturing,East,R011,Sky Haddad,Inbound,Closed Lost,6300.0,2025-10-10,2025-11-07,2025-Q4,false,true,28,0.0,6300.0,0.0
O00926,A0438,Account 0438,Enterprise,Education,Central,R017,Parker Schmidt,Outbound,Closed Lost,166200.0,2024-11-07,2025-03-05,2025-Q1,false,true,118,0.0,166200.0,0.0
O00927,A0429,Account 0429,SMB,Financial Services,Central,R009,Drew Mbeki,Partner,Closed Won,5700.0,2024-11-23,2024-12-10,2024-Q4,true,true,17,5700.0,0.0,0.0
O00928,A0330,Account 0330,SMB,Manufacturing,West,R009,Drew Mbeki,Outbound,Closed Lost,7200.0,2024-10-19,2024-12-02,2024-Q4,false,true,44,0.0,7200.0,0.0
O00929,A0259,Account 0259,SMB,Healthcare,Central,R018,Sawyer Walsh,Inbound,Closed Won,7600.0,2025-01-07,2025-02-11,2025-Q1,true,true,35,7600.0,0.0,0.0
O00930,A0566,Account 0566,SMB,Retail,West,R008,Quinn Kim,Event,Closed Lost,14100.0,2024-12-05,2025-01-11,2025-Q1,false,true,37,0.0,14100.0,0.0
O00931,A0542,Account 0542,SMB,Education,Central,R022,Shay Volkov,Outbound,Closed Won,12800.0,2025-01-15,2025-02-13,2025-Q1,true,true,29,12800.0,0.0,0.0
O00932,A0109,Account 0109,SMB,Technology,Central,R008,Quinn Kim,Referral,Closed Lost,4800.0,2025-10-06,2025-11-27,2025-Q4,false,true,52,0.0,4800.0,0.0
O00933,A0196,Account 0196,SMB,Financial Services,East,R009,Drew Mbeki,Outbound,Closed Lost,4100.0,2025-04-01,2025-04-21,2025-Q2,false,true,20,0.0,4100.0,0.0
O00934,A0486,Account 0486,SMB,Logistics,East,R009,Drew Mbeki,Outbound,Closed Won,5300.0,2025-06-30,2025-08-29,2025-Q3,true,true,60,5300.0,0.0,0.0
O00935,A0259,Account 0259,SMB,Healthcare,Central,R021,Marlowe Silva,Referral,Closed Lost,9700.0,2024-12-21,2025-01-27,2025-Q1,false,true,37,0.0,9700.0,0.0
O00936,A0070,Account 0070,SMB,Healthcare,Central,R018,Sawyer Walsh,Inbound,Closed Lost,17000.0,2025-03-05,2025-04-21,2025-Q2,false,true,47,0.0,17000.0,0.0
O00937,A0281,Account 0281,SMB,Technology,West,R008,Quinn Kim,Referral,Closed Won,17300.0,2024-10-23,2024-11-08,2024-Q4,true,true,16,17300.0,0.0,0.0
O00938,A0195,Account 0195,SMB,Healthcare,East,R015,Rowan Andersen,Inbound,Closed Lost,11000.0,2025-05-21,2025-07-17,2025-Q3,false,true,57,0.0,11000.0,0.0
O00939,A0449,Account 0449,SMB,Technology,West,R021,Marlowe Silva,Inbound,Closed Lost,14700.0,2025-01-28,2025-03-18,2025-Q1,false,true,49,0.0,14700.0,0.0
O00940,A0189,Account 0189,SMB,Education,East,R002,Jordan Patel,Event,Closed Lost,6300.0,2024-06-12,2024-08-01,2024-Q3,false,true,50,0.0,6300.0,0.0
O00941,A0526,Account 0526,SMB,Manufacturing,West,R018,Sawyer Walsh,Event,Closed Won,13800.0,2025-05-30,2025-07-28,2025-Q3,true,true,59,13800.0,0.0,0.0
O00942,A0304,Account 0304,SMB,Education,West,R011,Sky Haddad,Inbound,Closed Won,5600.0,2025-07-19,2025-08-09,2025-Q3,true,true,21,5600.0,0.0,0.0
O00943,A0041,Account 0041,SMB,Education,West,R024,Wren Park,Event,Closed Won,16900.0,2024-05-31,2024-07-01,2024-Q3,true,true,31,16900.0,0.0,0.0
O00944,A0255,Account 0255,SMB,Energy,East,R009,Drew Mbeki,Outbound,Closed Lost,3000.0,2025-07-01,2025-07-22,2025-Q3,false,true,21,0.0,3000.0,0.0
O00945,A0378,Account 0378,SMB,Financial Services,Central,R012,Devon Costa,Inbound,Closed Won,16300.0,2024-03-26,2024-05-24,2024-Q2,true,true,59,16300.0,0.0,0.0
O00946,A0302,Account 0302,SMB,Retail,West,R012,Devon Costa,Inbound,Closed Lost,15200.0,2024-02-28,2024-04-22,2024-Q2,false,true,54,0.0,15200.0,0.0
O00947,A0287,Account 0287,Mid-Market,Education,West,R004,Cameron Cohen,Event,Closed Lost,51300.0,2024-09-19,2024-11-05,2024-Q4,false,true,47,0.0,51300.0,0.0
O00948,A0598,Account 0598,SMB,Education,West,R005,Morgan Okafor,Outbound,Closed Lost,6900.0,2025-01-26,2025-03-22,2025-Q1,false,true,55,0.0,6900.0,0.0
O00949,A0212,Account 0212,Mid-Market,Financial Services,Central,R014,Emerson Ibrahim,Event,Closed Lost,34700.0,2024-08-13,2024-11-07,2024-Q4,false,true,86,0.0,34700.0,0.0
O00950,A0405,Account 0405,SMB,Healthcare,East,R008,Quinn Kim,Inbound,Closed Lost,13900.0,2025-04-01,2025-04-29,2025-Q2,false,true,28,0.0,13900.0,0.0
O00951,A0491,Account 0491,SMB,Healthcare,East,R005,Morgan Okafor,Inbound,Closed Lost,9900.0,2025-05-22,2025-06-16,2025-Q2,false,true,25,0.0,9900.0,0.0
O00952,A0584,Account 0584,SMB,Retail,Central,R018,Sawyer Walsh,Event,Closed Won,7200.0,2024-07-03,2024-08-27,2024-Q3,true,true,55,7200.0,0.0,0.0
O00953,A0404,Account 0404,Enterprise,Energy,West,R017,Parker Schmidt,Referral,Closed Lost,103100.0,2024-03-12,2024-07-16,2024-Q3,false,true,126,0.0,103100.0,0.0
O00954,A0413,Account 0413,Mid-Market,Healthcare,Central,R003,Riley Garcia,Outbound,Closed Lost,63100.0,2025-06-23,2025-08-24,2025-Q3,false,true,62,0.0,63100.0,0.0
